loop	threshold	anger	empty_cells
8217	-2030	942	26
8218	-2030	943	27
8219	-2030	939	26
8220	-2030	935	25
8221	-2030	936	25
8222	-2030	937	25
8223	-2030	938	25
8224	-2030	939	25
8225	-2030	940	25
8226	-2030	941	25
8227	-2030	937	24
8228	-2030	938	25
8229	-2030	939	25
8230	-2030	940	26
8231	-2030	936	25
8232	-2030	932	24
8233	-2030	933	25
8234	-2030	934	26
8235	-2030	930	25
8236	-2030	931	26
8237	-2030	927	25
8238	-2030	928	25
8239	-2030	929	26
8240	-2030	930	26
8241	-2030	926	25
8242	-2030	927	25
8243	-2030	928	25
8244	-2030	929	25
8245	-2030	930	25
8246	-2030	931	25
8247	-2030	932	25
8248	-2030	933	25
8249	-2030	934	25
8250	-2030	930	23
8251	-2030	931	23
8252	-2030	932	23
8253	-2030	933	23
8254	-2030	934	23
8255	-2030	935	23
8256	-2030	936	23
8257	-2030	937	23
8258	-2030	938	23
8259	-2030	939	23
8260	-2030	940	23
8261	-2030	941	23
8262	-2030	942	23
8263	-2030	943	23
8264	-2030	944	23
8265	-2030	945	25
8266	-2030	946	26
8267	-2030	947	26
8268	-2030	948	26
8269	-2030	949	26
8270	-2030	950	26
8271	-2030	951	28
8272	-2030	947	26
8273	-2030	943	25
8274	-2030	944	25
8275	-2030	945	25
8276	-2030	946	25
8277	-2030	942	23
8278	-2030	943	25
8279	-2030	944	25
8280	-2030	945	25
8281	-2030	941	24
8282	-2030	942	24
8283	-2030	943	24
8284	-2030	944	24
8285	-2030	940	23
8286	-2030	941	23
8287	-2030	942	23
8288	-2030	943	24
8289	-2030	944	24
8290	-2030	945	25
8291	-2030	946	25
8292	-2030	947	25
8293	-2030	948	25
8294	-2030	949	25
8295	-2030	950	27
8296	-2030	946	26
8297	-2030	942	25
8298	-2030	943	25
8299	-2030	944	25
8300	-2030	945	25
8301	-2030	946	25
8302	-2030	947	25
8303	-2030	948	25
8304	-2030	944	24
8305	-2030	945	24
8306	-2030	946	24
8307	-2030	947	24
8308	-2030	948	25
8309	-2030	949	27
8310	-2030	945	26
8311	-2030	946	26
8312	-2030	942	25
8313	-2030	943	25
8314	-2030	944	25
8315	-2030	940	24
8316	-2030	941	25
8317	-2030	942	25
8318	-2030	943	25
8319	-2030	944	25
8320	-2030	945	25
8321	-2030	946	25
8322	-2030	947	25
8323	-2030	948	25
8324	-2030	949	25
8325	-2030	950	25
8326	-2030	951	26
8327	-2030	952	26
8328	-2030	953	26
8329	-2030	954	26
8330	-2030	955	26
8331	-2030	956	26
8332	-2030	952	25
8333	-2030	953	25
8334	-2030	949	24
8335	-2030	945	23
8336	-2030	946	23
8337	-2030	947	23
8338	-2030	948	23
8339	-2030	949	23
8340	-2030	950	23
8341	-2030	951	25
8342	-2030	947	24
8343	-2030	943	23
8344	-2030	944	23
8345	-2030	945	24
8346	-2030	946	24
8347	-2030	947	24
8348	-2030	943	23
8349	-2030	944	23
8350	-2030	945	23
8351	-2030	946	23
8352	-2030	947	23
8353	-2030	948	23
8354	-2030	949	23
8355	-2030	950	23
8356	-2030	951	24
8357	-2030	952	24
8358	-2030	953	24
8359	-2030	954	26
8360	-2030	950	24
8361	-2030	951	24
8362	-2030	952	24
8363	-2030	953	24
8364	-2030	954	25
8365	-2030	950	24
8366	-2030	951	24
8367	-2030	952	24
8368	-2030	953	24
8369	-2030	954	24
8370	-2030	955	24
8371	-2030	956	24
8372	-2030	957	24
8373	-2030	958	24
8374	-2030	959	25
8375	-2030	960	25
8376	-2030	961	25
8377	-2030	962	25
8378	-2030	958	24
8379	-2030	959	24
8380	-2030	960	25
8381	-2030	956	24
8382	-2030	957	24
8383	-2030	958	24
8384	-2030	959	24
8385	-2030	960	24
8386	-2030	961	24
8387	-2030	962	24
8388	-2030	963	24
8389	-2030	964	24
8390	-2030	965	26
8391	-2030	961	24
8392	-2030	962	24
8393	-2030	963	24
8394	-2030	964	24
8395	-2030	965	24
8396	-2030	966	24
8397	-2030	967	24
8398	-2030	968	24
8399	-2030	969	26
8400	-2080	970	26
8401	-2080	966	25
8402	-2080	967	26
8403	-2080	968	26
8404	-2080	969	26
8405	-2080	970	28
8406	-2080	966	26
8407	-2080	967	27
8408	-2080	968	27
8409	-2080	969	27
8410	-2080	970	29
8411	-2080	966	27
8412	-2080	967	27
8413	-2080	963	26
8414	-2080	959	25
8415	-2080	960	25
8416	-2080	961	25
8417	-2080	962	25
8418	-2080	963	25
8419	-2080	964	25
8420	-2080	965	25
8421	-2080	966	25
8422	-2080	967	25
8423	-2080	968	25
8424	-2080	969	25
8425	-2080	970	25
8426	-2080	971	25
8427	-2080	972	25
8428	-2080	968	24
8429	-2080	969	24
8430	-2080	970	24
8431	-2080	971	24
8432	-2080	972	25
8433	-2080	973	25
8434	-2080	969	24
8435	-2080	970	24
8436	-2080	971	24
8437	-2080	972	24
8438	-2080	973	26
8439	-2080	974	28
8440	-2080	970	26
8441	-2080	971	26
8442	-2080	972	26
8443	-2080	973	26
8444	-2080	974	26
8445	-2080	975	27
8446	-2080	976	27
8447	-2080	977	28
8448	-2080	973	26
8449	-2080	974	26
8450	-2080	975	26
8451	-2080	971	25
8452	-2080	972	25
8453	-2080	973	25
8454	-2080	974	25
8455	-2080	975	25
8456	-2080	971	24
8457	-2080	972	24
8458	-2080	973	24
8459	-2080	974	24
8460	-2080	975	24
8461	-2080	976	24
8462	-2080	977	24
8463	-2080	978	24
8464	-2080	979	25
8465	-2080	980	25
8466	-2080	976	24
8467	-2080	977	24
8468	-2080	978	24
8469	-2080	979	24
8470	-2080	980	25
8471	-2080	976	24
8472	-2080	977	24
8473	-2080	978	24
8474	-2080	979	24
8475	-2080	980	24
8476	-2080	981	25
8477	-2080	977	24
8478	-2080	978	24
8479	-2080	979	24
8480	-2080	980	24
8481	-2080	981	24
8482	-2080	982	26
8483	-2080	978	24
8484	-2080	979	24
8485	-2080	980	26
8486	-2080	981	26
8487	-2080	982	26
8488	-2080	983	26
8489	-2080	984	26
8490	-2080	985	26
8491	-2080	986	27
8492	-2080	987	27
8493	-2080	988	27
8494	-2080	989	27
8495	-2080	990	27
8496	-2080	991	27
8497	-2080	992	28
8498	-2080	988	27
8499	-2080	989	28
8500	-2080	985	27
8501	-2080	986	30
8502	-2080	982	29
8503	-2080	978	28
8504	-2080	979	29
8505	-2080	980	31
8506	-2080	976	30
8507	-2080	972	28
8508	-2080	973	29
8509	-2080	974	29
8510	-2080	975	29
8511	-2080	971	28
8512	-2080	972	28
8513	-2080	973	28
8514	-2080	974	28
8515	-2080	975	28
8516	-2080	976	28
8517	-2080	972	26
8518	-2080	973	26
8519	-2080	974	26
8520	-2080	975	26
8521	-2080	976	26
8522	-2080	977	26
8523	-2080	978	26
8524	-2080	979	26
8525	-2080	980	27
8526	-2080	981	27
8527	-2080	982	28
8528	-2080	983	29
8529	-2080	984	29
8530	-2080	980	26
8531	-2080	981	26
8532	-2080	982	26
8533	-2080	983	28
8534	-2080	979	27
8535	-2080	980	27
8536	-2080	981	27
8537	-2080	982	27
8538	-2080	983	28
8539	-2080	979	27
8540	-2080	980	27
8541	-2080	981	27
8542	-2080	982	27
8543	-2080	983	27
8544	-2080	984	29
8545	-2080	985	31
8546	-2080	981	28
8547	-2080	977	26
8548	-2080	978	26
8549	-2080	979	26
8550	-2080	980	27
8551	-2080	976	25
8552	-2080	977	25
8553	-2080	978	25
8554	-2080	979	26
8555	-2080	980	27
8556	-2080	981	27
8557	-2080	977	26
8558	-2080	973	25
8559	-2080	974	26
8560	-2080	975	27
8561	-2080	971	26
8562	-2080	972	26
8563	-2080	973	28
8564	-2080	974	29
8565	-2080	970	28
8566	-2080	971	28
8567	-2080	967	27
8568	-2080	963	26
8569	-2080	959	25
8570	-2080	960	27
8571	-2080	961	27
8572	-2080	962	28
8573	-2080	963	28
8574	-2080	964	28
8575	-2080	965	28
8576	-2080	961	27
8577	-2080	957	26
8578	-2080	958	27
8579	-2080	954	26
8580	-2080	955	27
8581	-2080	956	28
8582	-2080	957	28
8583	-2080	958	28
8584	-2080	954	26
8585	-2080	955	26
8586	-2080	956	27
8587	-2080	952	24
8588	-2080	953	25
8589	-2080	954	25
8590	-2080	950	24
8591	-2080	951	24
8592	-2080	952	24
8593	-2080	953	26
8594	-2080	949	25
8595	-2080	945	23
8596	-2080	946	23
8597	-2080	947	23
8598	-2080	948	23
8599	-2080	949	24
8600	-2130	950	24
8601	-2130	951	25
8602	-2130	952	25
8603	-2130	953	27
8604	-2130	954	30
8605	-2130	950	28
8606	-2130	951	28
8607	-2130	952	28
8608	-2130	953	28
8609	-2130	949	26
8610	-2130	945	25
8611	-2130	941	23
8612	-2130	942	25
8613	-2130	938	23
8614	-2130	939	23
8615	-2130	940	23
8616	-2130	941	23
8617	-2130	942	23
8618	-2130	943	25
8619	-2130	944	25
8620	-2130	945	25
8621	-2130	941	24
8622	-2130	942	24
8623	-2130	943	26
8624	-2130	944	26
8625	-2130	940	25
8626	-2130	936	24
8627	-2130	937	24
8628	-2130	938	24
8629	-2130	934	23
8630	-2130	935	23
8631	-2130	936	24
8632	-2130	937	27
8633	-2130	933	26
8634	-2130	929	23
8635	-2130	930	23
8636	-2130	931	23
8637	-2130	932	23
8638	-2130	933	25
8639	-2130	929	24
8640	-2130	930	24
8641	-2130	926	23
8642	-2130	927	24
8643	-2130	928	24
8644	-2130	929	25
8645	-2130	925	24
8646	-2130	921	23
8647	-2130	922	23
8648	-2130	923	24
8649	-2130	924	24
8650	-2130	920	23
8651	-2130	921	23
8652	-2130	922	23
8653	-2130	923	23
8654	-2130	924	24
8655	-2130	925	24
8656	-2130	926	24
8657	-2130	927	24
8658	-2130	928	25
8659	-2130	929	25
8660	-2130	925	24
8661	-2130	926	25
8662	-2130	927	26
8663	-2130	928	26
8664	-2130	929	26
8665	-2130	930	26
8666	-2130	931	26
8667	-2130	932	26
8668	-2130	933	26
8669	-2130	934	26
8670	-2130	935	26
8671	-2130	936	26
8672	-2130	937	26
8673	-2130	938	26
8674	-2130	939	26
8675	-2130	940	27
8676	-2130	941	27
8677	-2130	937	24
8678	-2130	938	24
8679	-2130	939	24
8680	-2130	940	24
8681	-2130	941	24
8682	-2130	942	24
8683	-2130	943	25
8684	-2130	939	24
8685	-2130	940	24
8686	-2130	941	24
8687	-2130	942	27
8688	-2130	938	24
8689	-2130	939	25
8690	-2130	940	25
8691	-2130	936	23
8692	-2130	937	23
8693	-2130	938	23
8694	-2130	939	23
8695	-2130	940	23
8696	-2130	941	23
8697	-2130	942	23
8698	-2130	943	25
8699	-2130	939	23
8700	-2130	940	23
8701	-2130	941	23
8702	-2130	942	23
8703	-2130	943	23
8704	-2130	944	23
8705	-2130	945	23
8706	-2130	946	23
8707	-2130	947	23
8708	-2130	948	23
8709	-2130	949	23
8710	-2130	950	23
8711	-2130	951	24
8712	-2130	952	24
8713	-2130	953	24
8714	-2130	954	24
8715	-2130	955	24
8716	-2130	956	24
8717	-2130	957	24
8718	-2130	958	24
8719	-2130	959	24
8720	-2130	960	24
8721	-2130	961	24
8722	-2130	962	24
8723	-2130	963	27
8724	-2130	964	28
8725	-2130	965	28
8726	-2130	961	27
8727	-2130	962	27
8728	-2130	963	28
8729	-2130	964	28
8730	-2130	965	28
8731	-2130	966	28
8732	-2130	962	27
8733	-2130	963	28
8734	-2130	964	29
8735	-2130	960	28
8736	-2130	961	28
8737	-2130	957	27
8738	-2130	958	27
8739	-2130	959	27
8740	-2130	960	27
8741	-2130	961	27
8742	-2130	957	26
8743	-2130	958	26
8744	-2130	954	25
8745	-2130	955	25
8746	-2130	956	25
8747	-2130	957	25
8748	-2130	958	25
8749	-2130	959	25
8750	-2130	960	25
8751	-2130	961	26
8752	-2130	962	26
8753	-2130	958	25
8754	-2130	959	25
8755	-2130	960	25
8756	-2130	961	25
8757	-2130	962	25
8758	-2130	963	25
8759	-2130	964	25
8760	-2130	965	25
8761	-2130	966	25
8762	-2130	967	25
8763	-2130	968	25
8764	-2130	969	27
8765	-2130	970	27
8766	-2130	971	27
8767	-2130	972	27
8768	-2130	973	27
8769	-2130	969	26
8770	-2130	970	27
8771	-2130	966	26
8772	-2130	967	26
8773	-2130	968	27
8774	-2130	969	27
8775	-2130	965	26
8776	-2130	966	26
8777	-2130	967	27
8778	-2130	968	27
8779	-2130	969	27
8780	-2130	965	26
8781	-2130	966	26
8782	-2130	967	26
8783	-2130	968	29
8784	-2130	964	26
8785	-2130	965	27
8786	-2130	966	27
8787	-2130	962	26
8788	-2130	963	27
8789	-2130	964	27
8790	-2130	965	27
8791	-2130	966	29
8792	-2130	967	30
8793	-2130	963	29
8794	-2130	959	28
8795	-2130	960	29
8796	-2130	961	30
8797	-2130	962	31
8798	-2130	958	29
8799	-2130	959	29
8800	-2180	960	29
8801	-2180	961	29
8802	-2180	962	30
8803	-2180	963	32
8804	-2180	964	32
8805	-2180	965	32
8806	-2180	961	31
8807	-2180	962	31
8808	-2180	958	28
8809	-2180	959	29
8810	-2180	960	29
8811	-2180	961	29
8812	-2180	962	30
8813	-2180	963	30
8814	-2180	964	32
8815	-2180	965	32
8816	-2180	966	36
8817	-2180	962	34
8818	-2180	963	34
8819	-2180	964	34
8820	-2180	960	33
8821	-2180	956	32
8822	-2180	957	33
8823	-2180	953	32
8824	-2180	949	31
8825	-2180	950	31
8826	-2180	946	29
8827	-2180	947	29
8828	-2180	948	29
8829	-2180	949	30
8830	-2180	945	28
8831	-2180	946	29
8832	-2180	947	30
8833	-2180	943	29
8834	-2180	939	28
8835	-2180	940	29
8836	-2180	936	27
8837	-2180	937	27
8838	-2180	938	27
8839	-2180	939	28
8840	-2180	940	30
8841	-2180	936	29
8842	-2180	937	31
8843	-2180	938	32
8844	-2180	934	31
8845	-2180	930	30
8846	-2180	931	32
8847	-2180	932	33
8848	-2180	928	29
8849	-2180	924	27
8850	-2180	925	29
8851	-2180	921	26
8852	-2180	922	27
8853	-2180	918	25
8854	-2180	919	25
8855	-2180	920	25
8856	-2180	921	25
8857	-2180	922	25
8858	-2180	923	25
8859	-2180	924	25
8860	-2180	925	25
8861	-2180	926	25
8862	-2180	927	26
8863	-2180	923	25
8864	-2180	924	26
8865	-2180	925	27
8866	-2180	926	27
8867	-2180	922	25
8868	-2180	918	24
8869	-2180	919	24
8870	-2180	920	24
8871	-2180	921	24
8872	-2180	917	23
8873	-2180	918	23
8874	-2180	919	24
8875	-2180	915	23
8876	-2180	916	25
8877	-2180	917	25
8878	-2180	918	25
8879	-2180	919	25
8880	-2180	920	28
8881	-2180	916	25
8882	-2180	917	25
8883	-2180	913	24
8884	-2180	914	25
8885	-2180	915	25
8886	-2180	916	25
8887	-2180	917	25
8888	-2180	918	26
8889	-2180	914	25
8890	-2180	915	26
8891	-2180	916	26
8892	-2180	917	27
8893	-2180	918	27
8894	-2180	914	25
8895	-2180	915	25
8896	-2180	916	25
8897	-2180	917	25
8898	-2180	918	25
8899	-2180	919	25
8900	-2180	920	25
8901	-2180	921	25
8902	-2180	922	25
8903	-2180	923	25
8904	-2180	924	25
8905	-2180	925	25
8906	-2180	926	25
8907	-2180	927	25
8908	-2180	928	25
8909	-2180	929	26
8910	-2180	930	26
8911	-2180	926	25
8912	-2180	927	25
8913	-2180	928	25
8914	-2180	929	27
8915	-2180	930	27
8916	-2180	931	27
8917	-2180	932	27
8918	-2180	928	26
8919	-2180	929	27
8920	-2180	925	26
8921	-2180	926	26
8922	-2180	922	25
8923	-2180	923	27
8924	-2180	924	28
8925	-2180	920	26
8926	-2180	921	26
8927	-2180	917	25
8928	-2180	918	25
8929	-2180	919	25
8930	-2180	920	26
8931	-2180	921	26
8932	-2180	922	27
8933	-2180	923	27
8934	-2180	924	27
8935	-2180	925	28
8936	-2180	926	28
8937	-2180	922	27
8938	-2180	918	23
8939	-2180	919	23
8940	-2180	920	24
8941	-2180	921	25
8942	-2180	917	23
8943	-2180	918	23
8944	-2180	919	23
8945	-2180	920	23
8946	-2180	921	23
8947	-2180	922	23
8948	-2180	923	23
8949	-2180	924	23
8950	-2180	925	23
8951	-2180	926	23
8952	-2180	927	24
8953	-2180	928	24
8954	-2180	929	24
8955	-2180	925	23
8956	-2180	926	24
8957	-2180	927	24
8958	-2180	928	24
8959	-2180	929	24
8960	-2180	930	24
8961	-2180	931	25
8962	-2180	932	25
8963	-2180	933	25
8964	-2180	929	24
8965	-2180	930	24
8966	-2180	926	23
8967	-2180	927	23
8968	-2180	928	23
8969	-2180	929	23
8970	-2180	930	23
8971	-2180	931	23
8972	-2180	932	23
8973	-2180	933	23
8974	-2180	934	23
8975	-2180	935	23
8976	-2180	936	23
8977	-2180	937	23
8978	-2180	938	23
8979	-2180	939	23
8980	-2180	940	23
8981	-2180	941	23
8982	-2180	942	23
8983	-2180	943	26
8984	-2180	944	27
8985	-2180	940	23
8986	-2180	941	23
8987	-2180	942	23
8988	-2180	943	23
8989	-2180	944	23
8990	-2180	945	24
8991	-2180	946	24
8992	-2180	942	23
8993	-2180	943	23
8994	-2180	944	24
8995	-2180	945	24
8996	-2180	946	24
8997	-2180	947	24
8998	-2180	948	24
8999	-2180	949	24
9000	-2230	950	24
9001	-2230	951	26
9002	-2230	952	26
9003	-2230	953	26
9004	-2230	949	24
9005	-2230	950	25
9006	-2230	946	24
9007	-2230	942	23
9008	-2230	943	23
9009	-2230	944	23
9010	-2230	945	23
9011	-2230	946	23
9012	-2230	947	23
9013	-2230	948	23
9014	-2230	949	23
9015	-2230	950	23
9016	-2230	951	24
9017	-2230	952	24
9018	-2230	953	24
9019	-2230	954	25
9020	-2230	955	26
9021	-2230	956	26
9022	-2230	957	27
9023	-2230	958	27
9024	-2230	959	27
9025	-2230	960	29
9026	-2230	961	29
9027	-2230	957	26
9028	-2230	958	26
9029	-2230	959	27
9030	-2230	960	27
9031	-2230	961	27
9032	-2230	962	27
9033	-2230	963	29
9034	-2230	964	29
9035	-2230	965	29
9036	-2230	966	31
9037	-2230	962	30
9038	-2230	963	30
9039	-2230	959	29
9040	-2230	960	30
9041	-2230	956	28
9042	-2230	952	26
9043	-2230	953	27
9044	-2230	949	24
9045	-2230	945	23
9046	-2230	946	23
9047	-2230	947	23
9048	-2230	948	23
9049	-2230	949	23
9050	-2230	950	23
9051	-2230	951	24
9052	-2230	952	25
9053	-2230	948	24
9054	-2230	944	23
9055	-2230	945	24
9056	-2230	946	24
9057	-2230	942	23
9058	-2230	943	23
9059	-2230	944	24
9060	-2230	940	23
9061	-2230	941	23
9062	-2230	942	23
9063	-2230	943	23
9064	-2230	944	23
9065	-2230	945	23
9066	-2230	946	24
9067	-2230	947	24
9068	-2230	948	24
9069	-2230	949	24
9070	-2230	950	24
9071	-2230	951	25
9072	-2230	952	25
9073	-2230	953	25
9074	-2230	954	27
9075	-2230	955	27
9076	-2230	956	27
9077	-2230	957	27
9078	-2230	953	26
9079	-2230	954	26
9080	-2230	955	26
9081	-2230	956	26
9082	-2230	957	27
9083	-2230	958	27
9084	-2230	954	26
9085	-2230	955	26
9086	-2230	956	26
9087	-2230	957	26
9088	-2230	958	27
9089	-2230	954	26
9090	-2230	950	24
9091	-2230	951	24
9092	-2230	952	24
9093	-2230	953	24
9094	-2230	954	24
9095	-2230	955	24
9096	-2230	956	24
9097	-2230	957	24
9098	-2230	958	24
9099	-2230	959	25
9100	-2230	960	25
9101	-2230	961	27
9102	-2230	962	28
9103	-2230	963	28
9104	-2230	964	28
9105	-2230	965	28
9106	-2230	966	29
9107	-2230	967	29
9108	-2230	968	31
9109	-2230	969	33
9110	-2230	965	30
9111	-2230	961	27
9112	-2230	957	26
9113	-2230	958	26
9114	-2230	959	26
9115	-2230	960	26
9116	-2230	961	26
9117	-2230	957	24
9118	-2230	958	24
9119	-2230	959	24
9120	-2230	960	25
9121	-2230	956	24
9122	-2230	957	24
9123	-2230	958	25
9124	-2230	959	25
9125	-2230	955	24
9126	-2230	956	26
9127	-2230	957	28
9128	-2230	953	27
9129	-2230	954	27
9130	-2230	955	27
9131	-2230	956	27
9132	-2230	957	28
9133	-2230	958	29
9134	-2230	954	28
9135	-2230	955	29
9136	-2230	956	30
9137	-2230	957	30
9138	-2230	958	31
9139	-2230	954	30
9140	-2230	950	29
9141	-2230	946	28
9142	-2230	947	28
9143	-2230	943	23
9144	-2230	944	23
9145	-2230	945	23
9146	-2230	946	23
9147	-2230	947	23
9148	-2230	948	23
9149	-2230	949	23
9150	-2230	950	23
9151	-2230	951	25
9152	-2230	947	24
9153	-2230	948	24
9154	-2230	949	24
9155	-2230	950	26
9156	-2230	951	26
9157	-2230	952	28
9158	-2230	953	29
9159	-2230	954	30
9160	-2230	955	31
9161	-2230	956	31
9162	-2230	957	31
9163	-2230	958	31
9164	-2230	959	32
9165	-2230	955	30
9166	-2230	951	29
9167	-2230	952	30
9168	-2230	953	30
9169	-2230	954	32
9170	-2230	950	31
9171	-2230	946	30
9172	-2230	942	26
9173	-2230	943	26
9174	-2230	944	26
9175	-2230	945	26
9176	-2230	946	28
9177	-2230	947	28
9178	-2230	948	28
9179	-2230	949	28
9180	-2230	950	30
9181	-2230	946	28
9182	-2230	947	28
9183	-2230	943	26
9184	-2230	944	26
9185	-2230	945	26
9186	-2230	946	26
9187	-2230	947	27
9188	-2230	948	27
9189	-2230	949	27
9190	-2230	950	29
9191	-2230	951	29
9192	-2230	952	29
9193	-2230	953	30
9194	-2230	949	29
9195	-2230	950	30
9196	-2230	951	32
9197	-2230	947	30
9198	-2230	943	29
9199	-2230	944	31
9200	-2280	940	28
9201	-2280	936	27
9202	-2280	937	27
9203	-2280	938	28
9204	-2280	939	28
9205	-2280	935	27
9206	-2280	936	27
9207	-2280	937	30
9208	-2280	938	30
9209	-2280	934	29
9210	-2280	935	29
9211	-2280	931	28
9212	-2280	932	30
9213	-2280	933	30
9214	-2280	934	31
9215	-2280	935	32
9216	-2280	931	31
9217	-2280	932	32
9218	-2280	928	30
9219	-2280	929	30
9220	-2280	925	29
9221	-2280	926	29
9222	-2280	927	30
9223	-2280	923	29
9224	-2280	924	31
9225	-2280	920	29
9226	-2280	921	30
9227	-2280	917	29
9228	-2280	918	30
9229	-2280	919	32
9230	-2280	915	31
9231	-2280	916	31
9232	-2280	917	31
9233	-2280	913	30
9234	-2280	914	30
9235	-2280	915	31
9236	-2280	911	29
9237	-2280	912	29
9238	-2280	913	29
9239	-2280	914	31
9240	-2280	915	31
9241	-2280	916	31
9242	-2280	912	30
9243	-2280	913	30
9244	-2280	909	29
9245	-2280	910	30
9246	-2280	911	30
9247	-2280	907	28
9248	-2280	908	29
9249	-2280	909	29
9250	-2280	910	29
9251	-2280	911	29
9252	-2280	912	29
9253	-2280	913	29
9254	-2280	914	31
9255	-2280	910	29
9256	-2280	911	32
9257	-2280	912	34
9258	-2280	913	34
9259	-2280	909	31
9260	-2280	910	31
9261	-2280	911	31
9262	-2280	907	29
9263	-2280	903	28
9264	-2280	899	26
9265	-2280	895	25
9266	-2280	896	25
9267	-2280	897	27
9268	-2280	893	26
9269	-2280	894	26
9270	-2280	895	28
9271	-2280	891	27
9272	-2280	892	27
9273	-2280	893	27
9274	-2280	894	28
9275	-2280	895	28
9276	-2280	896	29
9277	-2280	897	29
9278	-2280	893	28
9279	-2280	889	27
9280	-2280	885	26
9281	-2280	886	26
9282	-2280	887	27
9283	-2280	888	28
9284	-2280	889	28
9285	-2280	885	26
9286	-2280	886	26
9287	-2280	882	25
9288	-2280	878	24
9289	-2280	879	24
9290	-2280	880	24
9291	-2280	876	22
9292	-2280	877	22
9293	-2280	878	22
9294	-2280	879	22
9295	-2280	880	22
9296	-2280	881	22
9297	-2280	882	22
9298	-2280	883	22
9299	-2280	884	22
9300	-2280	885	22
9301	-2280	886	22
9302	-2280	887	22
9303	-2280	888	22
9304	-2280	889	22
9305	-2280	890	22
9306	-2280	891	22
9307	-2280	892	23
9308	-2280	893	23
9309	-2280	889	22
9310	-2280	890	22
9311	-2280	891	22
9312	-2280	892	22
9313	-2280	893	22
9314	-2280	894	22
9315	-2280	895	22
9316	-2280	896	22
9317	-2280	897	22
9318	-2280	898	22
9319	-2280	899	22
9320	-2280	900	22
9321	-2280	901	23
9322	-2280	902	23
9323	-2280	903	23
9324	-2280	904	23
9325	-2280	905	23
9326	-2280	906	24
9327	-2280	907	25
9328	-2280	908	27
9329	-2280	904	26
9330	-2280	900	25
9331	-2280	901	25
9332	-2280	902	25
9333	-2280	903	27
9334	-2280	904	27
9335	-2280	900	26
9336	-2280	896	25
9337	-2280	892	24
9338	-2280	893	24
9339	-2280	894	24
9340	-2280	895	24
9341	-2280	896	24
9342	-2280	892	23
9343	-2280	893	23
9344	-2280	894	23
9345	-2280	895	23
9346	-2280	896	23
9347	-2280	897	23
9348	-2280	898	23
9349	-2280	899	26
9350	-2280	895	25
9351	-2280	891	24
9352	-2280	892	24
9353	-2280	893	26
9354	-2280	894	26
9355	-2280	895	27
9356	-2280	896	28
9357	-2280	892	26
9358	-2280	888	25
9359	-2280	889	25
9360	-2280	890	25
9361	-2280	891	25
9362	-2280	887	24
9363	-2280	888	24
9364	-2280	889	24
9365	-2280	890	24
9366	-2280	891	24
9367	-2280	892	24
9368	-2280	888	22
9369	-2280	889	22
9370	-2280	890	22
9371	-2280	891	22
9372	-2280	892	22
9373	-2280	893	22
9374	-2280	894	22
9375	-2280	895	22
9376	-2280	896	22
9377	-2280	897	22
9378	-2280	898	23
9379	-2280	899	23
9380	-2280	900	23
9381	-2280	901	24
9382	-2280	902	24
9383	-2280	903	25
9384	-2280	904	25
9385	-2280	905	25
9386	-2280	906	25
9387	-2280	907	25
9388	-2280	908	25
9389	-2280	909	25
9390	-2280	910	26
9391	-2280	911	26
9392	-2280	912	26
9393	-2280	913	27
9394	-2280	909	24
9395	-2280	910	24
9396	-2280	911	25
9397	-2280	912	26
9398	-2280	913	27
9399	-2280	909	26
9400	-2330	910	26
9401	-2330	911	26
9402	-2330	912	26
9403	-2330	908	25
9404	-2330	904	24
9405	-2330	905	24
9406	-2330	906	24
9407	-2330	907	24
9408	-2330	908	24
9409	-2330	909	24
9410	-2330	910	24
9411	-2330	911	24
9412	-2330	912	24
9413	-2330	913	24
9414	-2330	914	25
9415	-2330	915	27
9416	-2330	916	27
9417	-2330	912	25
9418	-2330	913	26
9419	-2330	914	26
9420	-2330	915	26
9421	-2330	916	27
9422	-2330	917	27
9423	-2330	913	25
9424	-2330	914	25
9425	-2330	915	25
9426	-2330	916	25
9427	-2330	917	25
9428	-2330	918	26
9429	-2330	919	26
9430	-2330	920	26
9431	-2330	921	26
9432	-2330	922	26
9433	-2330	923	26
9434	-2330	924	27
9435	-2330	920	24
9436	-2330	921	25
9437	-2330	922	25
9438	-2330	923	25
9439	-2330	919	24
9440	-2330	920	24
9441	-2330	921	24
9442	-2330	922	24
9443	-2330	923	24
9444	-2330	924	24
9445	-2330	925	24
9446	-2330	926	24
9447	-2330	922	23
9448	-2330	923	23
9449	-2330	924	23
9450	-2330	925	23
9451	-2330	926	23
9452	-2330	927	23
9453	-2330	928	23
9454	-2330	929	23
9455	-2330	930	23
9456	-2330	931	24
9457	-2330	932	24
9458	-2330	933	24
9459	-2330	934	25
9460	-2330	935	25
9461	-2330	936	25
9462	-2330	937	25
9463	-2330	933	23
9464	-2330	934	25
9465	-2330	930	24
9466	-2330	931	24
9467	-2330	932	24
9468	-2330	933	24
9469	-2330	934	24
9470	-2330	935	24
9471	-2330	936	24
9472	-2330	937	24
9473	-2330	938	25
9474	-2330	939	25
9475	-2330	935	24
9476	-2330	936	24
9477	-2330	937	24
9478	-2330	933	23
9479	-2330	934	24
9480	-2330	935	24
9481	-2330	931	23
9482	-2330	932	23
9483	-2330	933	24
9484	-2330	934	24
9485	-2330	935	24
9486	-2330	931	23
9487	-2330	932	23
